t_s,throttle,gear,wheel_angvel,rpm_norm_fixed,rpm_norm_buggy,ratio_fixed,ratio_buggy
26.750,1.00,2,8.9877,0.9986,0.4085,1.1794,0.9257
26.800,1.00,2,8.9882,0.9987,0.4086,1.1794,0.9257
26.850,1.00,2,8.9887,0.9987,0.4086,1.1795,0.9257
26.900,1.00,2,8.9892,0.9988,0.4086,1.1795,0.9257
26.950,1.00,2,8.9897,0.9989,0.4086,1.1795,0.9257
27.000,1.00,2,8.9901,0.9989,0.4086,1.1795,0.9257
27.050,1.00,2,8.9905,0.9989,0.4087,1.1795,0.9257
27.100,1.00,2,8.9909,0.9990,0.4087,1.1796,0.9257
27.150,1.00,2,8.9913,0.9990,0.4087,1.1796,0.9257
27.200,1.00,2,8.9916,0.9991,0.4087,1.1796,0.9257
27.250,1.00,2,8.9920,0.9991,0.4087,1.1796,0.9258
27.300,1.00,2,8.9923,0.9991,0.4087,1.1796,0.9258
27.350,1.00,2,8.9926,0.9992,0.4088,1.1796,0.9258
27.400,1.00,2,8.9929,0.9992,0.4088,1.1797,0.9258
27.450,1.00,2,8.9932,0.9992,0.4088,1.1797,0.9258
27.500,1.00,2,8.9935,0.9993,0.4088,1.1797,0.9258
27.550,1.00,2,8.9938,0.9993,0.4088,1.1797,0.9258
27.600,1.00,2,8.9940,0.9993,0.4088,1.1797,0.9258
27.650,1.00,2,8.9943,0.9994,0.4088,1.1797,0.9258
27.700,1.00,2,8.9945,0.9994,0.4088,1.1797,0.9258
27.750,1.00,2,8.9948,0.9994,0.4089,1.1797,0.9258
27.800,1.00,2,8.9950,0.9994,0.4089,1.1798,0.9258
27.850,1.00,2,8.9952,0.9995,0.4089,1.1798,0.9258
27.900,1.00,2,8.9954,0.9995,0.4089,1.1798,0.9258
27.950,1.00,2,8.9956,0.9995,0.4089,1.1798,0.9258
28.000,1.00,3,9.2041,0.6574,0.4184,1.0327,0.9299
28.050,1.00,3,9.4039,0.6717,0.4275,1.0388,0.9338
28.100,1.00,3,9.5954,0.6854,0.4362,1.0447,0.9375
28.150,1.00,3,9.7790,0.6985,0.4445,1.0504,0.9411
28.200,1.00,3,9.9548,0.7111,0.4525,1.0558,0.9446
28.250,1.00,3,10.1234,0.7231,0.4602,1.0609,0.9479
28.300,1.00,3,10.2849,0.7346,0.4675,1.0659,0.9510
28.350,1.00,3,10.4397,0.7457,0.4745,1.0706,0.9540
28.400,1.00,3,10.5880,0.7563,0.4813,1.0752,0.9569
28.450,1.00,3,10.7302,0.7664,0.4877,1.0796,0.9597
28.500,1.00,3,10.8665,0.7762,0.4939,1.0838,0.9624
28.550,1.00,3,10.9970,0.7855,0.4999,1.0878,0.9649
28.600,1.00,3,11.1221,0.7944,0.5056,1.0916,0.9674
28.650,1.00,3,11.2421,0.8030,0.5110,1.0953,0.9697
28.700,1.00,3,11.3570,0.8112,0.5162,1.0988,0.9720
28.750,1.00,3,11.4671,0.8191,0.5212,1.1022,0.9741
28.800,1.00,3,11.5726,0.8266,0.5260,1.1054,0.9762
28.850,1.00,3,11.6738,0.8338,0.5306,1.1086,0.9782
28.900,1.00,3,11.7707,0.8408,0.5350,1.1115,0.9801
28.950,1.00,3,11.8636,0.8474,0.5393,1.1144,0.9819
29.000,1.00,3,11.9526,0.8538,0.5433,1.1171,0.9836
29.050,1.00,3,12.0379,0.8599,0.5472,1.1197,0.9853
29.100,1.00,3,12.1197,0.8657,0.5509,1.1222,0.9869
29.150,1.00,3,12.1980,0.8713,0.5545,1.1247,0.9884
29.200,1.00,3,12.2731,0.8766,0.5579,1.1270,0.9899
29.250,1.00,3,12.3450,0.8818,0.5611,1.1292,0.9913
29.300,1.00,3,12.4140,0.8867,0.5643,1.1313,0.9926
29.350,1.00,3,12.4801,0.8914,0.5673,1.1333,0.9939
29.400,1.00,3,12.5434,0.8960,0.5702,1.1353,0.9952
29.450,1.00,3,12.6041,0.9003,0.5729,1.1371,0.9964
29.500,1.00,3,12.6623,0.9044,0.5756,1.1389,0.9975
29.550,1.00,3,12.7180,0.9084,0.5781,1.1406,0.9986
29.600,1.00,3,12.7714,0.9122,0.5805,1.1423,0.9996
29.650,1.00,3,12.8226,0.9159,0.5828,1.1438,1.0006
29.700,1.00,3,12.8717,0.9194,0.5851,1.1453,1.0016
29.750,1.00,3,12.9187,0.9228,0.5872,1.1468,1.0025
29.800,1.00,3,12.9637,0.9260,0.5893,1.1482,1.0034
29.850,1.00,3,13.0069,0.9291,0.5912,1.1495,1.0042
29.900,1.00,3,13.0483,0.9320,0.5931,1.1508,1.0050
29.950,1.00,3,13.0880,0.9349,0.5949,1.1520,1.0058
30.000,1.00,3,13.1260,0.9376,0.5966,1.1532,1.0066
30.050,1.00,3,13.1624,0.9402,0.5983,1.1543,1.0073
30.100,1.00,3,13.1973,0.9427,0.5999,1.1553,1.0079
30.150,1.00,3,13.2307,0.9451,0.6014,1.1564,1.0086
30.200,1.00,3,13.2628,0.9473,0.6029,1.1574,1.0092
30.250,1.00,3,13.2935,0.9495,0.6042,1.1583,1.0098
30.300,1.00,3,13.3229,0.9516,0.6056,1.1592,1.0104
30.350,1.00,3,13.3511,0.9537,0.6069,1.1601,1.0110
30.400,1.00,3,13.3782,0.9556,0.6081,1.1609,1.0115
30.450,1.00,3,13.4041,0.9574,0.6093,1.1617,1.0120
30.500,1.00,3,13.4289,0.9592,0.6104,1.1625,1.0125
30.550,1.00,3,13.4527,0.9609,0.6115,1.1632,1.0129
30.600,1.00,3,13.4755,0.9625,0.6125,1.1639,1.0134
30.650,1.00,3,13.4974,0.9641,0.6135,1.1646,1.0138
30.700,1.00,3,13.5183,0.9656,0.6145,1.1652,1.0142
30.750,1.00,3,13.5384,0.9670,0.6154,1.1658,1.0146
30.800,1.00,3,13.5576,0.9684,0.6163,1.1664,1.0150
30.850,1.00,3,13.5760,0.9697,0.6171,1.1670,1.0154
30.900,1.00,3,13.5937,0.9710,0.6179,1.1675,1.0157
30.950,1.00,3,13.6106,0.9722,0.6187,1.1680,1.0160
31.000,1.00,3,13.6269,0.9733,0.6194,1.1685,1.0163
31.050,1.00,3,13.6424,0.9745,0.6201,1.1690,1.0166
31.100,1.00,3,13.6573,0.9755,0.6208,1.1695,1.0169
31.150,1.00,3,13.6716,0.9765,0.6214,1.1699,1.0172
31.200,1.00,3,13.6853,0.9775,0.6221,1.1703,1.0175
31.250,1.00,3,13.6984,0.9785,0.6227,1.1707,1.0177
31.300,1.00,3,13.7110,0.9794,0.6232,1.1711,1.0180
31.350,1.00,3,13.7230,0.9802,0.6238,1.1715,1.0182
31.400,1.00,3,13.7345,0.9810,0.6243,1.1718,1.0184
31.450,1.00,3,13.7456,0.9818,0.6248,1.1722,1.0187
31.500,1.00,3,13.7562,0.9826,0.6253,1.1725,1.0189
31.550,1.00,3,13.7664,0.9833,0.6257,1.1728,1.0191
31.600,1.00,3,13.7761,0.9840,0.6262,1.1731,1.0193
31.650,1.00,3,13.7854,0.9847,0.6266,1.1734,1.0194
31.700,1.00,3,13.7944,0.9853,0.6270,1.1737,1.0196
31.750,1.00,3,13.8029,0.9859,0.6274,1.1739,1.0198
31.800,1.00,3,13.8111,0.9865,0.6278,1.1742,1.0199
31.850,1.00,3,13.8190,0.9871,0.6281,1.1744,1.0201
31.900,1.00,3,13.8266,0.9876,0.6285,1.1747,1.0202
31.950,1.00,3,13.8338,0.9881,0.6288,1.1749,1.0204
32.000,1.00,3,13.8407,0.9886,0.6291,1.1751,1.0205
32.050,1.00,3,13.8473,0.9891,0.6294,1.1753,1.0207
32.100,1.00,3,13.8537,0.9896,0.6297,1.1755,1.0208
32.150,1.00,3,13.8598,0.9900,0.6300,1.1757,1.0209
32.200,1.00,3,13.8656,0.9904,0.6303,1.1759,1.0210
32.250,1.00,3,13.8712,0.9908,0.6305,1.1760,1.0211
32.300,1.00,3,13.8766,0.9912,0.6308,1.1762,1.0212
32.350,1.00,3,13.8817,0.9916,0.6310,1.1764,1.0213
32.400,1.00,3,13.8867,0.9919,0.6312,1.1765,1.0214
32.450,1.00,3,13.8914,0.9922,0.6314,1.1767,1.0215
32.500,1.00,3,13.8959,0.9926,0.6316,1.1768,1.0216
32.550,1.00,3,13.9003,0.9929,0.6318,1.1769,1.0217
32.600,1.00,3,13.9044,0.9932,0.6320,1.1771,1.0218
32.650,1.00,3,13.9084,0.9935,0.6322,1.1772,1.0218
32.700,1.00,3,13.9122,0.9937,0.6324,1.1773,1.0219
32.750,1.00,3,13.9159,0.9940,0.6325,1.1774,1.0220
32.800,1.00,3,13.9194,0.9942,0.6327,1.1775,1.0221
32.850,1.00,3,13.9227,0.9945,0.6329,1.1776,1.0221
32.900,1.00,3,13.9260,0.9947,0.6330,1.1777,1.0222
32.950,1.00,3,13.9290,0.9949,0.6331,1.1778,1.0222
33.000,1.00,3,13.9320,0.9951,0.6333,1.1779,1.0223
33.050,1.00,3,13.9348,0.9953,0.6334,1.1780,1.0224
33.100,1.00,3,13.9375,0.9955,0.6335,1.1781,1.0224
33.150,1.00,3,13.9401,0.9957,0.6336,1.1782,1.0225
33.200,1.00,3,13.9426,0.9959,0.6338,1.1782,1.0225
33.250,1.00,3,13.9450,0.9961,0.6339,1.1783,1.0226
33.300,1.00,3,13.9473,0.9962,0.6340,1.1784,1.0226
33.350,1.00,3,13.9495,0.9964,0.6341,1.1784,1.0226
33.400,1.00,3,13.9516,0.9965,0.6342,1.1785,1.0227
33.450,1.00,3,13.9536,0.9967,0.6343,1.1786,1.0227
33.500,1.00,3,13.9556,0.9968,0.6343,1.1786,1.0228
33.550,1.00,3,13.9574,0.9970,0.6344,1.1787,1.0228
33.600,1.00,3,13.9592,0.9971,0.6345,1.1787,1.0228
33.650,1.00,3,13.9609,0.9972,0.6346,1.1788,1.0229
33.700,1.00,3,13.9625,0.9973,0.6347,1.1788,1.0229
33.750,1.00,3,13.9641,0.9974,0.6347,1.1789,1.0229
33.800,1.00,3,13.9656,0.9975,0.6348,1.1789,1.0230
33.850,1.00,3,13.9670,0.9976,0.6349,1.1790,1.0230
33.900,1.00,3,13.9684,0.9977,0.6349,1.1790,1.0230
33.950,1.00,3,13.9697,0.9978,0.6350,1.1791,1.0230
34.000,0.00,3,13.3876,0.9563,0.6085,1.1612,1.0117
34.050,0.00,3,12.8298,0.9164,0.5832,1.1441,1.0008
34.100,0.00,3,12.2952,0.8782,0.5589,1.1276,0.9903
34.150,0.00,3,11.7829,0.8416,0.5356,1.1119,0.9803
34.200,0.00,3,11.2920,0.8066,0.5133,1.0968,0.9707
34.250,0.00,3,10.8215,0.7730,0.4919,1.0824,0.9615
34.300,0.00,3,10.3706,0.7408,0.4714,1.0685,0.9527
34.350,0.00,3,9.9385,0.7099,0.4517,1.0553,0.9443
34.400,0.00,3,9.5244,0.6803,0.4329,1.0425,0.9362
34.450,0.00,3,9.1275,0.6520,0.4149,1.0303,0.9284
34.500,0.00,3,8.7472,0.6248,0.3976,1.0187,0.9210
34.550,0.00,3,8.3827,0.5988,0.3810,1.0075,0.9138
34.600,0.00,3,8.0335,0.5738,0.3652,0.9967,0.9070
34.650,0.00,3,7.6987,0.5499,0.3499,0.9865,0.9005
34.700,0.00,3,7.3780,0.5270,0.3354,0.9766,0.8942
34.750,0.00,3,7.0705,0.5050,0.3214,0.9672,0.8882
34.800,0.00,3,6.7759,0.4840,0.3080,0.9581,0.8824
34.850,0.00,3,6.4936,0.4638,0.2952,0.9494,0.8769
34.900,0.00,3,6.2230,0.4445,0.2829,0.9411,0.8716
34.950,0.00,3,5.9637,0.4260,0.2711,0.9332,0.8666
35.000,0.00,3,5.7153,0.4082,0.2598,0.9255,0.8617
35.050,0.00,3,5.4771,0.3912,0.2490,0.9182,0.8571
35.100,0.00,3,5.2489,0.3749,0.2386,0.9112,0.8526
35.150,0.00,3,5.0302,0.3593,0.2286,0.9045,0.8483
35.200,0.00,3,4.8206,0.3443,0.2191,0.8981,0.8442
35.250,0.00,3,4.6198,0.3300,0.2100,0.8919,0.8403
35.300,0.00,3,4.4273,0.3162,0.2012,0.8860,0.8365
35.350,0.00,3,4.2428,0.3031,0.1929,0.8803,0.8329
35.400,0.00,3,4.0660,0.2904,0.1848,0.8749,0.8295
35.450,0.00,3,3.8966,0.2783,0.1771,0.8697,0.8262
35.500,0.00,3,3.7342,0.2667,0.1697,0.8647,0.8230
35.550,0.00,3,3.5786,0.2556,0.1627,0.8599,0.8199
35.600,0.00,3,3.4295,0.2450,0.1559,0.8553,0.8170
35.650,0.00,3,3.2866,0.2348,0.1500,0.8509,0.8145
35.700,0.00,3,3.1497,0.2250,0.1500,0.8467,0.8145
35.750,0.00,3,3.0185,0.2156,0.1500,0.8427,0.8145
35.800,0.00,3,2.8927,0.2066,0.1500,0.8388,0.8145
35.850,0.00,3,2.7722,0.1980,0.1500,0.8351,0.8145
35.900,0.00,3,2.6567,0.1898,0.1500,0.8316,0.8145
35.950,0.00,3,2.5460,0.1819,0.1500,0.8282,0.8145
36.000,0.00,3,2.4399,0.1743,0.1500,0.8249,0.8145
36.050,0.00,3,2.3382,0.1670,0.1500,0.8218,0.8145
36.100,0.00,3,2.2408,0.1601,0.1500,0.8188,0.8145
36.150,0.00,3,2.1474,0.1534,0.1500,0.8160,0.8145
36.200,0.00,3,2.0579,0.1500,0.1500,0.8145,0.8145
36.250,0.00,3,1.9722,0.1500,0.1500,0.8145,0.8145
36.300,0.00,3,1.8900,0.1500,0.1500,0.8145,0.8145
36.350,0.00,3,1.8113,0.1500,0.1500,0.8145,0.8145
36.400,0.00,3,1.7358,0.1500,0.1500,0.8145,0.8145
36.450,0.00,3,1.6635,0.1500,0.1500,0.8145,0.8145
36.500,0.00,3,1.5942,0.1500,0.1500,0.8145,0.8145
36.550,0.00,3,1.5277,0.1500,0.1500,0.8145,0.8145
36.600,0.00,3,1.4641,0.1500,0.1500,0.8145,0.8145
36.650,0.00,3,1.4031,0.1500,0.1500,0.8145,0.8145
36.700,0.00,3,1.3446,0.1500,0.1500,0.8145,0.8145
36.750,0.00,3,1.2886,0.1500,0.1500,0.8145,0.8145
36.800,0.00,3,1.2349,0.1500,0.1500,0.8145,0.8145
36.850,0.00,3,1.1834,0.1500,0.1500,0.8145,0.8145
36.900,0.00,3,1.1341,0.1500,0.1500,0.8145,0.8145
36.950,0.00,3,1.0869,0.1500,0.1500,0.8145,0.8145
37.000,0.00,3,1.0416,0.1500,0.1500,0.8145,0.8145
37.050,0.00,3,0.9982,0.1500,0.1500,0.8145,0.8145
37.100,0.00,3,0.9566,0.1500,0.1500,0.8145,0.8145
37.150,0.00,3,0.9167,0.1500,0.1500,0.8145,0.8145
37.200,0.00,3,0.8785,0.1500,0.1500,0.8145,0.8145
37.250,0.00,3,0.8419,0.1500,0.1500,0.8145,0.8145
37.300,0.00,3,0.8069,0.1500,0.1500,0.8145,0.8145
37.350,0.00,3,0.7732,0.1500,0.1500,0.8145,0.8145
37.400,0.00,3,0.7410,0.1500,0.1500,0.8145,0.8145
37.450,0.00,3,0.7101,0.1500,0.1500,0.8145,0.8145
37.500,0.00,3,0.6806,0.1500,0.1500,0.8145,0.8145
37.550,0.00,3,0.6522,0.1500,0.1500,0.8145,0.8145
37.600,0.00,3,0.6250,0.1500,0.1500,0.8145,0.8145
37.650,0.00,3,0.5990,0.1500,0.1500,0.8145,0.8145
37.700,0.00,3,0.5740,0.1500,0.1500,0.8145,0.8145
37.750,0.00,3,0.5501,0.1500,0.1500,0.8145,0.8145
37.800,0.00,3,0.5272,0.1500,0.1500,0.8145,0.8145
37.850,0.00,3,0.5052,0.1500,0.1500,0.8145,0.8145
37.900,0.00,3,0.4842,0.1500,0.1500,0.8145,0.8145
37.950,0.00,3,0.4640,0.1500,0.1500,0.8145,0.8145
38.000,0.00,3,0.4447,0.1500,0.1500,0.8145,0.8145
38.050,0.00,3,0.4261,0.1500,0.1500,0.8145,0.8145
38.100,0.00,3,0.4084,0.1500,0.1500,0.8145,0.8145
38.150,0.00,3,0.3914,0.1500,0.1500,0.8145,0.8145
38.200,0.00,3,0.3751,0.1500,0.1500,0.8145,0.8145
38.250,0.00,3,0.3594,0.1500,0.1500,0.8145,0.8145
38.300,0.00,3,0.3445,0.1500,0.1500,0.8145,0.8145
38.350,0.00,3,0.3301,0.1500,0.1500,0.8145,0.8145
38.400,0.00,3,0.3163,0.1500,0.1500,0.8145,0.8145
38.450,0.00,3,0.3032,0.1500,0.1500,0.8145,0.8145
38.500,0.00,3,0.2905,0.1500,0.1500,0.8145,0.8145
38.550,0.00,3,0.2784,0.1500,0.1500,0.8145,0.8145
38.600,0.00,3,0.2668,0.1500,0.1500,0.8145,0.8145
38.650,0.00,3,0.2557,0.1500,0.1500,0.8145,0.8145
38.700,0.00,3,0.2451,0.1500,0.1500,0.8145,0.8145
38.750,0.00,3,0.2348,0.1500,0.1500,0.8145,0.8145
38.800,0.00,3,0.2251,0.1500,0.1500,0.8145,0.8145
38.850,0.00,3,0.2157,0.1500,0.1500,0.8145,0.8145
38.900,0.00,3,0.2067,0.1500,0.1500,0.8145,0.8145
38.950,0.00,3,0.1981,0.1500,0.1500,0.8145,0.8145
39.000,0.00,3,0.1898,0.1500,0.1500,0.8145,0.8145
39.050,0.00,3,0.1819,0.1500,0.1500,0.8145,0.8145
39.100,0.00,3,0.1743,0.1500,0.1500,0.8145,0.8145
39.150,0.00,3,0.1671,0.1500,0.1500,0.8145,0.8145
39.200,0.00,3,0.1601,0.1500,0.1500,0.8145,0.8145
39.250,0.00,3,0.1534,0.1500,0.1500,0.8145,0.8145
39.300,0.00,3,0.1470,0.1500,0.1500,0.8145,0.8145
39.350,0.00,3,0.1409,0.1500,0.1500,0.8145,0.8145
39.400,0.00,3,0.1351,0.1500,0.1500,0.8145,0.8145
39.450,0.00,3,0.1294,0.1500,0.1500,0.8145,0.8145
39.500,0.00,3,0.1240,0.1500,0.1500,0.8145,0.8145
39.550,0.00,3,0.1189,0.1500,0.1500,0.8145,0.8145
39.600,0.00,3,0.1139,0.1500,0.1500,0.8145,0.8145
39.650,0.00,3,0.1092,0.1500,0.1500,0.8145,0.8145
39.700,0.00,3,0.1046,0.1500,0.1500,0.8145,0.8145
39.750,0.00,3,0.1003,0.1500,0.1500,0.8145,0.8145
39.800,0.00,3,0.0961,0.1500,0.1500,0.8145,0.8145
39.850,0.00,3,0.0921,0.1500,0.1500,0.8145,0.8145
39.900,0.00,3,0.0882,0.1500,0.1500,0.8145,0.8145
39.950,0.00,3,0.0846,0.1500,0.1500,0.8145,0.8145
